Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Dish3_Name,Dish3_Quantity_Made (kg),Dish3_Quantity_Consumed (kg),Dish3_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
1992-03-03,Monday,Sunny,Rajma,19.97,11.73,4.07,Roti,25.04,12.88,0.28,Idli,23.48,19.59,2.38,Paratha,14.71,24.05,4.28,Paneer Butter Masala,61.09,82.04,6.26,Baingan Bharta,254,0.48,5,High,Medium,Paratha,Dinner,100,0.32,65.17,67.1,82.74,6.3,339,17g/12g,High,High,2215,High,Large intake today,19.7,Roti: 12.88 kg; Idli: 19.59 kg; Paratha: 24.05 kg; Paneer Butter Masala: 82.04 kg; Baingan Bharta: 254.00 kg
2019-01-15,Saturday,Rainy,Idli,37.0,6.1,1.63,Baingan Bharta,19.46,10.58,4.36,Roti,27.72,11.51,2.3,Roti,23.91,17.1,4.62,Paratha,64.09,48.21,6.67,Idli,397,0.38,4,Low,High,Roti,Dinner,206,0.21,84.48,57.93,64.36,2.59,107,19g/6g,High,High,1258,Low,Large intake today,10.09,Baingan Bharta: 10.58 kg; Roti: 11.51 kg; Roti: 17.10 kg; Paratha: 48.21 kg; Idli: 397.00 kg
2006-05-20,Friday,Rainy,Aloo Gobi,26.8,42.36,3.79,Paneer Butter Masala,20.31,21.41,3.16,Roti,21.43,13.95,1.15,Gulab Jamun,21.62,14.82,3.84,Paneer Butter Masala,89.4,79.18,2.14,Aloo Gobi,389,0.5,4,Medium,Low,Paratha,Dinner,223,0.23,132.14,90.51,131.61,0.9,115,16g/9g,High,High,2635,High,Less intake today,13.13,Paneer Butter Masala: 21.41 kg; Roti: 13.95 kg; Gulab Jamun: 14.82 kg; Paneer Butter Masala: 79.18 kg; Aloo Gobi: 389.00 kg
2005-11-19,Wednesday,Rainy,Roti,49.04,16.44,4.45,Baingan Bharta,26.08,24.67,2.47,Aloo Gobi,17.13,13.68,1.06,Jalebi,19.85,9.61,2.24,Baingan Bharta,65.8,74.62,2.41,Rajma,426,0.37,2,High,Low,Baingan Bharta,Breakfast,248,0.21,90.79,72.3,121.11,9.85,415,16g/2g,Low,High,1771,High,Large intake today,11.44,Baingan Bharta: 24.67 kg; Aloo Gobi: 13.68 kg; Jalebi: 9.61 kg; Baingan Bharta: 74.62 kg; Rajma: 426.00 kg
2006-08-20,Thursday,Cloudy,Rajma,30.39,33.82,3.9,Naan,19.99,11.7,3.54,Dal Tadka,10.23,23.2,4.29,Chole,26.23,8.08,2.12,Chole,96.9,51.21,8.96,Paratha,323,0.27,4,Medium,Low,Naan,Lunch,224,0.42,106.31,143.3,43.35,9.39,272,10g/9g,Medium,High,2479,Low,Perfect meal balance,16.85,Naan: 11.70 kg; Dal Tadka: 23.20 kg; Chole: 8.08 kg; Chole: 51.21 kg; Paratha: 323.00 kg
2020-03-03,Friday,Sunny,Naan,28.58,23.73,1.01,Chole,21.76,17.18,2.93,Aloo Gobi,26.45,19.59,0.21,Baingan Bharta,14.54,16.99,4.16,Paneer Butter Masala,75.47,68.44,8.1,Gulab Jamun,379,0.4,1,Medium,High,Roti,Dinner,129,0.43,76.93,66.75,75.38,9.98,313,15g/12g,Medium,Medium,1730,Medium,Less intake today,13.13,Chole: 17.18 kg; Aloo Gobi: 19.59 kg; Baingan Bharta: 16.99 kg; Paneer Butter Masala: 68.44 kg; Gulab Jamun: 379.00 kg
1982-05-18,Tuesday,Rainy,Dal Tadka,21.98,38.28,3.0,Baingan Bharta,25.55,18.24,2.97,Baingan Bharta,11.22,12.55,0.35,Dosa,26.16,11.58,1.91,Paneer Butter Masala,81.47,48.25,7.48,Kheer,430,0.3,5,Medium,High,Dal Tadka,Lunch,287,0.27,72.66,135.87,136.07,2.92,319,8g/3g,High,Low,1713,Low,Less intake today,10.01,Baingan Bharta: 18.24 kg; Baingan Bharta: 12.55 kg; Dosa: 11.58 kg; Paneer Butter Masala: 48.25 kg; Kheer: 430.00 kg
1982-01-16,Monday,Rainy,Jalebi,22.3,17.01,3.12,Pav Bhaji,10.08,14.16,3.65,Paratha,23.48,13.04,0.75,Naan,22.36,21.05,0.11,Dal Tadka,54.34,47.27,3.91,Kheer,137,0.25,1,High,High,Idli,Breakfast,347,0.36,100.11,130.11,42.82,0.29,354,18g/3g,Medium,Medium,2663,High,Perfect meal balance,17.78,Pav Bhaji: 14.16 kg; Paratha: 13.04 kg; Naan: 21.05 kg; Dal Tadka: 47.27 kg; Kheer: 137.00 kg
1980-06-19,Wednesday,Cloudy,Paneer Butter Masala,12.7,19.34,3.22,Chole,10.33,19.56,3.32,Naan,18.9,14.48,2.21,Gulab Jamun,10.07,11.28,0.89,Gulab Jamun,70.09,44.0,4.82,Roti,425,0.26,1,Medium,Medium,Rajma,Breakfast,267,0.22,103.27,102.72,119.04,3.9,315,14g/13g,Low,Medium,2596,Medium,Large intake today,13.69,Chole: 19.56 kg; Naan: 14.48 kg; Gulab Jamun: 11.28 kg; Gulab Jamun: 44.00 kg; Roti: 425.00 kg
2016-12-10,Wednesday,Cloudy,Gulab Jamun,23.24,25.07,0.12,Chole,10.33,22.61,4.56,Kheer,28.43,11.14,1.58,Chole,18.93,8.1,1.74,Dosa,64.63,53.54,0.08,Naan,441,0.21,2,High,Low,Pav Bhaji,Dinner,147,0.21,134.89,92.65,102.27,4.13,392,9g/10g,High,Medium,1102,High,Perfect meal balance,8.64,Chole: 22.61 kg; Kheer: 11.14 kg; Chole: 8.10 kg; Dosa: 53.54 kg; Naan: 441.00 kg
2015-06-16,Sunday,Rainy,Roti,11.76,34.17,1.48,Baingan Bharta,25.61,19.24,4.29,Gulab Jamun,24.32,12.98,0.15,Baingan Bharta,18.12,17.12,0.46,Aloo Gobi,85.23,49.93,9.67,Dal Tadka,375,0.21,2,High,Medium,Roti,Lunch,500,0.33,98.7,136.67,119.26,3.97,163,17g/2g,Medium,Medium,1657,Medium,Less intake today,18.86,Baingan Bharta: 19.24 kg; Gulab Jamun: 12.98 kg; Baingan Bharta: 17.12 kg; Aloo Gobi: 49.93 kg; Dal Tadka: 375.00 kg
1974-03-08,Wednesday,Sunny,Paratha,19.97,8.39,0.47,Jalebi,26.75,11.08,2.54,Naan,14.13,17.52,0.91,Idli,25.5,11.04,4.48,Paratha,87.34,88.66,7.0,Rajma,194,0.34,5,Low,High,Dal Tadka,Lunch,459,0.36,80.23,120.39,40.39,1.24,342,12g/10g,Low,High,1924,Low,Less intake today,15.39,Jalebi: 11.08 kg; Naan: 17.52 kg; Idli: 11.04 kg; Paratha: 88.66 kg; Rajma: 194.00 kg
1998-07-15,Monday,Sunny,Baingan Bharta,45.64,11.36,0.68,Chole,24.88,8.04,2.85,Kheer,18.78,15.68,0.14,Chole,21.66,16.68,1.01,Gulab Jamun,81.72,54.06,6.73,Dal Tadka,345,0.27,1,Medium,Low,Paneer Butter Masala,Breakfast,247,0.22,108.87,52.85,95.82,4.53,347,6g/12g,Low,High,2072,Low,Less intake today,8.93,Chole: 8.04 kg; Kheer: 15.68 kg; Chole: 16.68 kg; Gulab Jamun: 54.06 kg; Dal Tadka: 345.00 kg
2000-11-16,Saturday,Sunny,Paneer Butter Masala,42.6,42.71,1.35,Gulab Jamun,10.02,12.95,3.61,Rajma,28.77,10.3,0.47,Chole,23.38,23.99,4.63,Kheer,71.66,64.93,3.43,Roti,338,0.23,4,Low,Medium,Gulab Jamun,Breakfast,200,0.22,70.02,122.88,93.47,3.91,362,9g/8g,High,Medium,1537,Low,Large intake today,9.89,Gulab Jamun: 12.95 kg; Rajma: 10.30 kg; Chole: 23.99 kg; Kheer: 64.93 kg; Roti: 338.00 kg
2024-09-12,Sunday,Cloudy,Baingan Bharta,37.85,34.32,1.1,Naan,26.25,21.85,3.24,Chole,20.57,8.01,4.31,Aloo Gobi,16.48,16.02,0.22,Aloo Gobi,56.32,48.23,4.17,Chole,319,0.29,4,Low,Low,Baingan Bharta,Lunch,269,0.46,113.01,116.27,114.42,9.44,165,5g/2g,High,Medium,2418,Low,Less intake today,23.07,Naan: 21.85 kg; Chole: 8.01 kg; Aloo Gobi: 16.02 kg; Aloo Gobi: 48.23 kg; Chole: 319.00 kg
2021-04-24,Saturday,Sunny,Paratha,34.3,35.6,4.45,Idli,26.37,15.74,2.74,Pav Bhaji,12.82,18.16,4.27,Dal Tadka,29.1,15.1,3.12,Chole,69.2,40.97,8.58,Rajma,255,0.43,4,Medium,Medium,Dal Tadka,Breakfast,215,0.24,117.29,70.24,75.48,8.2,467,20g/7g,Low,Low,2237,Low,Perfect meal balance,24.95,Idli: 15.74 kg; Pav Bhaji: 18.16 kg; Dal Tadka: 15.10 kg; Chole: 40.97 kg; Rajma: 255.00 kg
1984-02-24,Tuesday,Rainy,Jalebi,10.41,13.05,1.32,Naan,24.35,18.1,0.64,Roti,14.71,13.03,4.61,Roti,12.78,16.44,1.08,Gulab Jamun,51.37,67.09,2.99,Kheer,118,0.29,4,Low,High,Pav Bhaji,Dinner,150,0.4,58.39,142.89,127.27,1.07,220,9g/2g,Medium,Medium,2291,High,Perfect meal balance,21.6,Naan: 18.10 kg; Roti: 13.03 kg; Roti: 16.44 kg; Gulab Jamun: 67.09 kg; Kheer: 118.00 kg
2007-02-14,Tuesday,Cloudy,Aloo Gobi,43.94,16.23,1.89,Paratha,22.41,20.78,4.54,Naan,16.52,9.71,1.63,Paratha,27.86,17.04,3.27,Paneer Butter Masala,54.9,40.45,1.03,Paratha,371,0.34,4,Medium,Medium,Baingan Bharta,Lunch,404,0.46,69.18,61.31,113.56,8.28,217,20g/8g,Low,High,2952,Medium,Perfect meal balance,24.33,Paratha: 20.78 kg; Naan: 9.71 kg; Paratha: 17.04 kg; Paneer Butter Masala: 40.45 kg; Paratha: 371.00 kg
2004-03-16,Saturday,Cloudy,Kheer,49.79,29.49,4.71,Paneer Butter Masala,23.08,10.43,4.38,Dosa,24.37,20.22,1.13,Dal Tadka,28.18,8.6,1.59,Paneer Butter Masala,63.53,88.4,0.3,Dosa,269,0.22,2,High,Medium,Rajma,Breakfast,291,0.49,105.72,144.38,58.38,0.72,162,12g/15g,High,Medium,2668,Low,Perfect meal balance,10.39,Paneer Butter Masala: 10.43 kg; Dosa: 20.22 kg; Dal Tadka: 8.60 kg; Paneer Butter Masala: 88.40 kg; Dosa: 269.00 kg
1992-09-26,Thursday,Cloudy,Pav Bhaji,34.69,21.27,4.45,Chole,19.06,23.65,0.96,Rajma,26.33,11.89,3.79,Paratha,25.32,8.09,2.23,Idli,74.54,60.85,8.51,Rajma,265,0.29,3,Medium,Low,Roti,Dinner,370,0.48,130.37,119.64,51.77,0.34,327,16g/10g,Low,Medium,1794,Medium,Perfect meal balance,23.41,Chole: 23.65 kg; Rajma: 11.89 kg; Paratha: 8.09 kg; Idli: 60.85 kg; Rajma: 265.00 kg
1998-06-11,Tuesday,Rainy,Dosa,17.49,32.83,4.52,Kheer,23.32,16.8,3.25,Paneer Butter Masala,14.83,8.42,1.68,Naan,10.58,17.52,1.03,Naan,94.51,49.43,9.22,Paneer Butter Masala,183,0.46,1,Low,Medium,Paratha,Lunch,368,0.24,113.49,120.62,108.29,4.65,462,16g/8g,High,Low,1779,Low,Less intake today,20.04,Kheer: 16.80 kg; Paneer Butter Masala: 8.42 kg; Naan: 17.52 kg; Naan: 49.43 kg; Paneer Butter Masala: 183.00 kg
1971-04-23,Thursday,Cloudy,Paneer Butter Masala,18.12,5.03,1.12,Jalebi,17.31,10.45,4.18,Rajma,17.97,16.1,2.45,Paneer Butter Masala,29.78,17.71,4.79,Rajma,66.23,42.53,5.08,Naan,316,0.46,5,High,High,Idli,Dinner,417,0.36,69.27,103.38,64.68,6.14,400,12g/10g,High,Medium,2201,High,Large intake today,7.93,Jalebi: 10.45 kg; Rajma: 16.10 kg; Paneer Butter Masala: 17.71 kg; Rajma: 42.53 kg; Naan: 316.00 kg
1971-07-03,Sunday,Cloudy,Dosa,15.68,24.02,2.27,Dosa,22.68,20.43,0.89,Idli,13.2,23.5,2.19,Kheer,23.52,11.33,1.43,Chole,60.81,40.39,5.7,Roti,233,0.39,5,Medium,High,Idli,Dinner,166,0.26,114.63,104.12,69.24,1.57,475,16g/15g,Low,Low,2176,High,Less intake today,9.12,Dosa: 20.43 kg; Idli: 23.50 kg; Kheer: 11.33 kg; Chole: 40.39 kg; Roti: 233.00 kg
2021-02-13,Monday,Rainy,Kheer,10.29,34.87,2.27,Chole,18.82,21.15,3.35,Kheer,22.68,21.71,1.89,Paratha,22.32,12.41,4.13,Paratha,96.88,70.61,5.27,Dal Tadka,356,0.23,2,High,Medium,Gulab Jamun,Dinner,210,0.48,109.5,72.73,76.2,8.86,433,17g/13g,Low,High,2714,Medium,Perfect meal balance,13.97,Chole: 21.15 kg; Kheer: 21.71 kg; Paratha: 12.41 kg; Paratha: 70.61 kg; Dal Tadka: 356.00 kg
2019-07-28,Tuesday,Rainy,Aloo Gobi,24.64,40.05,3.81,Paratha,15.24,12.43,0.9,Gulab Jamun,25.0,12.38,0.41,Dosa,23.89,21.35,0.84,Idli,54.98,58.22,9.96,Rajma,278,0.38,5,High,Medium,Rajma,Dinner,330,0.33,136.17,97.54,44.26,8.3,147,7g/4g,High,High,1817,Medium,Less intake today,18.44,Paratha: 12.43 kg; Gulab Jamun: 12.38 kg; Dosa: 21.35 kg; Idli: 58.22 kg; Rajma: 278.00 kg
2016-05-01,Sunday,Rainy,Baingan Bharta,32.24,33.33,2.55,Baingan Bharta,12.51,20.87,1.23,Jalebi,28.78,21.47,0.15,Jalebi,20.3,18.24,1.88,Idli,63.39,42.18,7.45,Roti,461,0.3,3,Medium,Low,Baingan Bharta,Lunch,363,0.3,79.84,115.24,72.76,0.19,338,11g/3g,Medium,Medium,1432,Low,Perfect meal balance,16.22,Baingan Bharta: 20.87 kg; Jalebi: 21.47 kg; Jalebi: 18.24 kg; Idli: 42.18 kg; Roti: 461.00 kg
1991-06-22,Saturday,Rainy,Roti,31.58,16.23,3.03,Dal Tadka,24.36,17.38,2.89,Idli,11.95,23.3,3.7,Kheer,24.51,24.04,1.2,Roti,56.61,49.23,8.29,Idli,302,0.22,3,Medium,Medium,Idli,Lunch,123,0.28,112.24,71.53,79.68,8.93,325,9g/3g,High,Low,2415,Medium,Perfect meal balance,19.91,Dal Tadka: 17.38 kg; Idli: 23.30 kg; Kheer: 24.04 kg; Roti: 49.23 kg; Idli: 302.00 kg
1986-08-29,Wednesday,Rainy,Aloo Gobi,26.65,13.52,0.36,Jalebi,24.45,15.77,0.18,Aloo Gobi,10.39,21.73,4.55,Chole,24.65,10.1,3.34,Rajma,90.92,70.39,7.14,Kheer,238,0.41,2,Medium,High,Naan,Lunch,356,0.41,82.75,73.63,50.2,3.55,219,18g/3g,Low,Medium,2037,High,Less intake today,17.11,Jalebi: 15.77 kg; Aloo Gobi: 21.73 kg; Chole: 10.10 kg; Rajma: 70.39 kg; Kheer: 238.00 kg
1999-07-01,Sunday,Sunny,Kheer,25.66,38.59,3.24,Idli,20.03,18.76,1.6,Paneer Butter Masala,20.44,12.02,2.98,Naan,22.4,18.43,4.92,Kheer,57.7,57.4,7.17,Dal Tadka,302,0.29,4,Low,High,Kheer,Dinner,202,0.25,140.23,74.81,84.45,3.53,123,10g/15g,Medium,Low,1548,Low,Perfect meal balance,13.47,Idli: 18.76 kg; Paneer Butter Masala: 12.02 kg; Naan: 18.43 kg; Kheer: 57.40 kg; Dal Tadka: 302.00 kg
2006-12-25,Wednesday,Sunny,Dosa,48.27,42.88,2.4,Gulab Jamun,18.53,16.88,3.0,Idli,24.49,19.65,0.84,Baingan Bharta,27.85,10.52,2.49,Paratha,88.9,43.31,4.29,Jalebi,335,0.31,1,High,High,Dal Tadka,Lunch,478,0.28,84.52,146.81,107.88,3.12,347,6g/6g,High,Medium,1593,High,Less intake today,21.65,Gulab Jamun: 16.88 kg; Idli: 19.65 kg; Baingan Bharta: 10.52 kg; Paratha: 43.31 kg; Jalebi: 335.00 kg
2015-06-02,Tuesday,Sunny,Aloo Gobi,35.31,38.15,3.62,Chole,12.26,24.22,3.31,Aloo Gobi,11.49,14.63,2.73,Aloo Gobi,22.71,23.59,1.85,Idli,57.85,53.22,8.83,Naan,399,0.31,4,High,High,Dal Tadka,Lunch,461,0.27,66.4,137.31,88.0,7.79,344,14g/15g,Medium,Medium,1949,High,Perfect meal balance,21.25,Chole: 24.22 kg; Aloo Gobi: 14.63 kg; Aloo Gobi: 23.59 kg; Idli: 53.22 kg; Naan: 399.00 kg
2020-04-24,Tuesday,Rainy,Naan,46.15,43.59,2.09,Kheer,13.85,10.45,2.51,Naan,14.86,18.8,0.71,Jalebi,20.87,22.56,4.89,Paratha,50.68,41.79,6.1,Pav Bhaji,265,0.5,4,Low,Medium,Naan,Lunch,358,0.26,111.36,142.13,42.73,8.17,253,15g/15g,High,Medium,2033,Low,Less intake today,21.65,Kheer: 10.45 kg; Naan: 18.80 kg; Jalebi: 22.56 kg; Paratha: 41.79 kg; Pav Bhaji: 265.00 kg
1975-07-14,Saturday,Rainy,Dosa,13.4,20.36,0.48,Rajma,16.66,12.73,2.24,Dal Tadka,23.81,8.2,2.17,Rajma,26.77,22.17,1.0,Chole,78.78,71.62,6.33,Paratha,387,0.48,2,Medium,High,Aloo Gobi,Dinner,177,0.36,111.75,110.75,77.91,3.83,464,6g/11g,High,Low,2461,High,Large intake today,12.19,Rajma: 12.73 kg; Dal Tadka: 8.20 kg; Rajma: 22.17 kg; Chole: 71.62 kg; Paratha: 387.00 kg
2003-11-21,Tuesday,Sunny,Naan,43.48,19.79,0.69,Naan,19.86,13.89,3.21,Baingan Bharta,18.77,9.23,1.27,Roti,22.78,22.39,4.24,Roti,88.6,63.3,4.54,Aloo Gobi,416,0.5,4,Low,Low,Gulab Jamun,Dinner,286,0.3,126.84,90.62,127.66,3.7,288,6g/8g,Medium,Low,2984,Medium,Perfect meal balance,23.92,Naan: 13.89 kg; Baingan Bharta: 9.23 kg; Roti: 22.39 kg; Roti: 63.30 kg; Aloo Gobi: 416.00 kg
1998-02-10,Friday,Sunny,Pav Bhaji,47.09,25.75,4.5,Paratha,19.58,20.09,2.35,Dal Tadka,23.27,19.45,3.78,Gulab Jamun,23.95,17.63,1.65,Dal Tadka,76.93,80.6,4.76,Kheer,278,0.44,5,High,Low,Paratha,Lunch,412,0.27,96.82,140.96,136.51,5.95,280,7g/7g,Medium,High,1917,Medium,Less intake today,17.47,Paratha: 20.09 kg; Dal Tadka: 19.45 kg; Gulab Jamun: 17.63 kg; Dal Tadka: 80.60 kg; Kheer: 278.00 kg
2016-05-19,Friday,Rainy,Paratha,14.06,37.69,0.09,Baingan Bharta,27.54,8.46,3.25,Aloo Gobi,17.83,24.49,0.21,Baingan Bharta,26.22,22.68,0.2,Dal Tadka,85.32,77.03,0.0,Jalebi,235,0.31,5,Medium,High,Paneer Butter Masala,Dinner,194,0.35,56.25,139.48,122.55,4.25,137,20g/8g,Medium,Medium,1833,Low,Perfect meal balance,17.57,Baingan Bharta: 8.46 kg; Aloo Gobi: 24.49 kg; Baingan Bharta: 22.68 kg; Dal Tadka: 77.03 kg; Jalebi: 235.00 kg
1975-01-15,Tuesday,Cloudy,Kheer,21.78,40.5,0.62,Dosa,29.29,17.11,2.53,Baingan Bharta,22.77,22.46,3.95,Roti,18.39,13.4,1.0,Pav Bhaji,79.47,81.01,7.99,Paratha,162,0.35,2,Medium,Medium,Roti,Breakfast,113,0.22,103.68,126.76,91.5,2.2,377,10g/15g,Medium,Low,2710,High,Large intake today,11.67,Dosa: 17.11 kg; Baingan Bharta: 22.46 kg; Roti: 13.40 kg; Pav Bhaji: 81.01 kg; Paratha: 162.00 kg
1982-12-18,Thursday,Cloudy,Chole,12.81,21.69,0.17,Naan,24.74,22.32,0.8,Gulab Jamun,11.55,23.21,1.51,Naan,27.83,22.59,3.18,Jalebi,81.61,83.92,1.93,Idli,410,0.32,1,Medium,High,Naan,Breakfast,337,0.43,97.7,60.78,48.37,1.22,145,10g/11g,Low,High,1225,Low,Less intake today,19.73,Naan: 22.32 kg; Gulab Jamun: 23.21 kg; Naan: 22.59 kg; Jalebi: 83.92 kg; Idli: 410.00 kg
1993-06-03,Monday,Cloudy,Naan,31.04,5.93,3.0,Paneer Butter Masala,29.49,22.07,2.58,Idli,21.64,13.51,0.98,Paneer Butter Masala,17.78,12.67,1.15,Rajma,55.78,74.3,9.19,Baingan Bharta,256,0.38,5,High,High,Dal Tadka,Breakfast,357,0.35,72.52,68.5,61.83,2.94,236,8g/12g,Low,High,1133,Low,Large intake today,11.76,Paneer Butter Masala: 22.07 kg; Idli: 13.51 kg; Paneer Butter Masala: 12.67 kg; Rajma: 74.30 kg; Baingan Bharta: 256.00 kg
2010-09-01,Thursday,Rainy,Roti,35.29,7.45,0.74,Naan,26.42,15.18,4.21,Dosa,14.19,16.29,3.18,Chole,20.88,24.75,2.66,Chole,59.77,75.66,6.24,Chole,196,0.27,3,High,Low,Jalebi,Breakfast,387,0.24,134.17,85.61,99.33,2.0,113,13g/13g,Medium,Low,1085,Low,Large intake today,6.26,Naan: 15.18 kg; Dosa: 16.29 kg; Chole: 24.75 kg; Chole: 75.66 kg; Chole: 196.00 kg
1981-09-12,Thursday,Cloudy,Paratha,35.53,23.65,1.09,Idli,19.64,16.74,2.34,Paratha,20.44,15.74,0.84,Paratha,29.29,18.85,0.73,Baingan Bharta,51.21,59.17,7.01,Paneer Butter Masala,240,0.39,1,Medium,Medium,Kheer,Dinner,371,0.37,126.26,79.32,80.95,4.93,273,17g/13g,Medium,High,1852,Low,Perfect meal balance,12.63,Idli: 16.74 kg; Paratha: 15.74 kg; Paratha: 18.85 kg; Baingan Bharta: 59.17 kg; Paneer Butter Masala: 240.00 kg
2001-11-21,Wednesday,Sunny,Baingan Bharta,20.64,28.12,1.83,Dal Tadka,27.2,8.08,1.82,Roti,25.76,10.19,1.85,Jalebi,14.64,10.13,3.88,Roti,59.22,47.94,1.6,Paratha,459,0.46,3,Low,High,Rajma,Lunch,423,0.45,145.19,65.58,120.85,0.73,138,8g/12g,High,High,1592,Low,Perfect meal balance,15.78,Dal Tadka: 8.08 kg; Roti: 10.19 kg; Jalebi: 10.13 kg; Roti: 47.94 kg; Paratha: 459.00 kg
2017-01-01,Saturday,Cloudy,Idli,18.48,10.65,1.74,Kheer,15.22,13.88,0.38,Baingan Bharta,11.52,9.05,0.62,Dosa,28.61,17.19,3.46,Paratha,70.35,61.79,3.79,Idli,296,0.43,3,High,High,Kheer,Breakfast,295,0.24,65.65,50.41,53.28,9.83,219,20g/5g,Medium,Medium,2939,Low,Perfect meal balance,5.15,Kheer: 13.88 kg; Baingan Bharta: 9.05 kg; Dosa: 17.19 kg; Paratha: 61.79 kg; Idli: 296.00 kg
1979-08-28,Tuesday,Rainy,Pav Bhaji,41.29,40.75,0.54,Baingan Bharta,28.01,16.85,2.93,Gulab Jamun,15.18,15.73,0.27,Dal Tadka,10.14,10.39,2.6,Rajma,64.78,78.51,1.15,Baingan Bharta,298,0.34,4,Low,High,Dal Tadka,Lunch,396,0.4,134.14,73.06,116.18,0.42,366,7g/9g,Medium,Low,2180,Medium,Large intake today,21.4,Baingan Bharta: 16.85 kg; Gulab Jamun: 15.73 kg; Dal Tadka: 10.39 kg; Rajma: 78.51 kg; Baingan Bharta: 298.00 kg
2021-04-03,Wednesday,Sunny,Naan,44.64,7.27,2.76,Idli,10.73,15.09,1.43,Paneer Butter Masala,21.24,8.43,4.08,Rajma,27.23,16.34,0.74,Kheer,59.35,84.31,7.92,Gulab Jamun,109,0.34,4,Medium,Medium,Dosa,Breakfast,110,0.21,61.84,95.35,42.26,4.0,344,20g/6g,Low,High,1656,High,Large intake today,7.98,Idli: 15.09 kg; Paneer Butter Masala: 8.43 kg; Rajma: 16.34 kg; Kheer: 84.31 kg; Gulab Jamun: 109.00 kg
2019-04-01,Thursday,Cloudy,Jalebi,35.96,21.73,2.85,Pav Bhaji,18.63,10.65,3.79,Paneer Butter Masala,18.88,22.4,3.44,Roti,25.17,9.97,1.03,Naan,51.0,73.25,9.26,Baingan Bharta,110,0.23,1,High,Medium,Baingan Bharta,Dinner,277,0.44,127.9,125.44,86.14,8.28,240,6g/5g,Low,High,2502,High,Large intake today,22.1,Pav Bhaji: 10.65 kg; Paneer Butter Masala: 22.40 kg; Roti: 9.97 kg; Naan: 73.25 kg; Baingan Bharta: 110.00 kg
1997-10-27,Tuesday,Cloudy,Chole,17.02,32.19,3.38,Chole,15.54,10.59,1.08,Gulab Jamun,12.1,21.0,0.47,Aloo Gobi,27.12,21.76,0.2,Pav Bhaji,75.44,77.19,0.08,Pav Bhaji,384,0.35,2,Low,High,Jalebi,Breakfast,484,0.31,101.16,134.53,125.16,8.21,249,12g/12g,Low,Low,1343,Low,Perfect meal balance,17.99,Chole: 10.59 kg; Gulab Jamun: 21.00 kg; Aloo Gobi: 21.76 kg; Pav Bhaji: 77.19 kg; Pav Bhaji: 384.00 kg
1989-06-04,Tuesday,Rainy,Jalebi,29.67,12.42,0.14,Pav Bhaji,29.71,18.36,3.41,Paneer Butter Masala,19.55,21.02,1.01,Roti,23.21,20.29,4.24,Idli,65.63,85.85,9.23,Chole,243,0.35,3,Medium,High,Gulab Jamun,Lunch,189,0.4,124.71,146.43,91.63,1.6,308,8g/7g,Low,Medium,1665,Medium,Perfect meal balance,8.22,Pav Bhaji: 18.36 kg; Paneer Butter Masala: 21.02 kg; Roti: 20.29 kg; Idli: 85.85 kg; Chole: 243.00 kg
1982-03-23,Monday,Cloudy,Chole,12.29,23.13,0.49,Paneer Butter Masala,23.92,24.59,3.02,Aloo Gobi,11.86,10.69,2.67,Paneer Butter Masala,25.56,11.69,2.08,Baingan Bharta,59.16,58.4,2.22,Rajma,402,0.27,4,High,Low,Chole,Dinner,139,0.3,107.26,87.57,56.34,9.59,165,16g/12g,High,Medium,1909,High,Less intake today,14.61,Paneer Butter Masala: 24.59 kg; Aloo Gobi: 10.69 kg; Paneer Butter Masala: 11.69 kg; Baingan Bharta: 58.40 kg; Rajma: 402.00 kg
1981-06-23,Wednesday,Rainy,Baingan Bharta,40.15,30.44,0.62,Dosa,28.88,18.32,4.21,Chole,28.74,21.9,3.36,Dosa,13.01,11.9,4.56,Aloo Gobi,76.56,49.19,5.38,Chole,324,0.45,3,Low,Medium,Chole,Lunch,472,0.49,126.94,79.4,127.4,7.84,245,9g/15g,High,Low,2484,High,Less intake today,15.98,Dosa: 18.32 kg; Chole: 21.90 kg; Dosa: 11.90 kg; Aloo Gobi: 49.19 kg; Chole: 324.00 kg
