Date,Day of Week,Weather,Breakfast Dish,Breakfast Quantity Made (kg),Breakfast Quantity Consumed (kg),Breakfast Quantity Wasted (kg),Dish1_Name,Dish1_Quantity_Made (kg),Dish1_Quantity_Consumed (kg),Dish1_Quantity_Wasted (kg),Dish2_Name,Dish2_Quantity_Made (kg),Dish2_Quantity_Consumed (kg),Dish2_Quantity_Wasted (kg),Staples1,Staples1_Quantity_Made (kg),Staples1_Quantity_Consumed (kg),Staples1_Quantity_Wasted (kg),Staples2,Staples2_Quantity_Made (kg),Staples2_Quantity_Consumed (kg),Staples2_Quantity_Wasted (kg),Dessert,Expected Diners,Avg Portion (kg),Satisfaction Score,Historical_Trend,Seasonal_Preference,Preferred Dish,Meal Type,Lunch/Dinner Expected Diners,Avg Portion Lunch/Dinner (kg),Quantity Made Lunch/Dinner (kg),Adjusted Quantity Made Lunch/Dinner (kg),Quantity Consumed Lunch/Dinner (kg),Quantity Wasted Lunch/Dinner (kg),Calories (per serving),Nutrient Value (Protein/Fiber),Preference for Dish1,Preference for Dish2,Food Cost (INR),Surplus Redistribution Potential,Notes for the Day,Total Food Waste (kg),Output
2019-05-20,Monday,Cloudy,Poha,44.13,26.04,3.19,Paneer Butter Masala,28.86,9.22,4.2,Dum Aloo,26.87,13.26,3.12,Rice,73.6,62.54,0.0,Roti,51.47,79.95,9.97,Halwa,246,0.28,5,High,High,Puri Bhaji,Dinner,488,0.35,71.73,134.95,75.35,0.57,366,10g/9g,Low,High,2277,Low,Less intake today,10.55,Paneer Butter Masala: 9.22 kg; Dum Aloo: 13.26 kg; Rice: 62.54 kg; Halwa: Halwa kg
1983-02-05,Tuesday,Sunny,Poha,14.78,24.35,4.74,Paneer Butter Masala,20.93,12.59,0.0,Pulao,15.67,21.79,3.65,Paratha,73.94,79.18,7.99,Rice,81.67,50.32,9.02,Halwa,431,0.41,5,Low,Low,Kadai Paneer,Breakfast,177,0.38,58.45,56.31,69.16,5.13,131,19g/4g,Low,Medium,2134,High,Perfect meal balance,21.42,Paneer Butter Masala: 12.59 kg; Pulao: 21.79 kg; Paratha: 79.18 kg; Halwa: Halwa kg
1985-11-11,Tuesday,Rainy,Dosa,19.92,38.47,1.48,Palak Paneer,23.31,19.92,3.93,Dum Aloo,27.39,12.56,0.72,Naan,92.19,50.15,6.75,Rice,98.05,78.12,2.9,Kheer,235,0.24,5,Low,Medium,Gobi Manchurian,Lunch,465,0.46,116.66,140.96,69.08,2.05,441,17g/6g,High,High,2498,Low,Large intake today,14.14,Palak Paneer: 19.92 kg; Dum Aloo: 12.56 kg; Naan: 50.15 kg; Kheer: Kheer kg
2022-10-15,Wednesday,Cloudy,Puri Bhaji,22.34,14.42,4.55,Bhindi Fry,25.33,9.48,4.22,Kadhi Pakora,25.26,16.16,3.05,Naan,95.82,79.61,1.0,Rice,54.4,71.94,0.05,Kheer,186,0.25,1,Medium,Low,Butter Chicken,Lunch,402,0.38,108.42,83.17,106.88,3.07,236,11g/6g,Low,Medium,2134,Low,Less intake today,13.97,Bhindi Fry: 9.48 kg; Kadhi Pakora: 16.16 kg; Naan: 79.61 kg; Kheer: Kheer kg
2009-09-18,Monday,Rainy,Poha,21.19,17.98,3.25,Chole,13.2,16.84,2.6,Kadhi Pakora,19.74,12.7,0.25,Roti,57.76,82.73,1.18,Naan,79.48,86.73,6.67,Halwa,229,0.44,4,Medium,Medium,Kadhi Pakora,Dinner,212,0.35,98.01,119.74,94.48,5.07,115,13g/8g,High,Medium,2819,Medium,Perfect meal balance,22.17,Chole: 16.84 kg; Kadhi Pakora: 12.7 kg; Roti: 82.73 kg; Halwa: Halwa kg
1982-12-09,Tuesday,Rainy,Dosa,20.23,41.71,0.99,Paneer Butter Masala,28.47,13.04,1.35,Gobi Manchurian,11.36,24.12,0.81,Rice,70.83,84.62,0.96,Naan,56.91,62.33,7.19,Jalebi,209,0.22,4,Medium,High,Vegetable Biryani,Lunch,120,0.2,54.68,69.3,77.22,2.72,168,11g/13g,High,High,1590,Low,Less intake today,15.72,Paneer Butter Masala: 13.04 kg; Gobi Manchurian: 24.12 kg; Rice: 84.62 kg; Jalebi: Jalebi kg
2004-08-02,Thursday,Cloudy,Puri Bhaji,46.11,21.15,1.98,Palak Paneer,26.69,21.5,3.39,Dum Aloo,28.29,17.14,4.68,Naan,91.26,64.16,9.49,Rice,91.48,59.46,7.79,Gulab Jamun,102,0.48,1,High,High,Paneer Butter Masala,Dinner,103,0.35,102.59,93.37,74.18,6.95,209,9g/3g,High,High,2956,Medium,Less intake today,6.05,Palak Paneer: 21.5 kg; Dum Aloo: 17.14 kg; Naan: 64.16 kg; Gulab Jamun: Gulab Jamun kg
2003-08-15,Friday,Sunny,Poha,29.41,38.94,0.61,Methi Thepla,12.52,8.81,3.05,Aloo Gobi,21.27,17.86,3.2,Roti,57.45,62.07,9.25,Paratha,55.07,89.62,1.82,Jalebi,155,0.25,5,High,Low,Chole,Dinner,498,0.4,72.27,79.81,109.02,3.28,365,17g/8g,Low,High,2245,Low,Large intake today,13.07,Methi Thepla: 8.81 kg; Aloo Gobi: 17.86 kg; Roti: 62.07 kg; Jalebi: Jalebi kg
1972-07-17,Sunday,Cloudy,Upma,47.82,21.92,2.13,Butter Chicken,20.76,24.07,4.37,Kadhi Pakora,27.84,14.76,0.69,Rice,69.39,88.77,9.96,Roti,86.84,56.98,6.57,Jalebi,221,0.33,3,Low,Medium,Chole,Lunch,176,0.41,76.1,120.51,139.12,0.57,432,18g/2g,Medium,Low,1111,Low,Perfect meal balance,16.0,Butter Chicken: 24.07 kg; Kadhi Pakora: 14.76 kg; Rice: 88.77 kg; Jalebi: Jalebi kg
1970-01-10,Friday,Cloudy,Upma,23.92,29.07,3.59,Chole,18.03,11.88,0.29,Kadhi Pakora,11.97,15.2,2.98,Rice,53.63,48.6,9.09,Naan,88.64,47.49,8.11,Jalebi,168,0.22,4,High,High,Baingan Bharta,Lunch,294,0.31,76.24,141.45,87.45,8.82,415,17g/15g,High,High,1337,High,Large intake today,12.53,Chole: 11.88 kg; Kadhi Pakora: 15.2 kg; Rice: 48.6 kg; Jalebi: Jalebi kg
1986-11-07,Sunday,Cloudy,Idli,38.01,17.4,2.98,Paneer Butter Masala,10.59,24.57,4.34,Aloo Gobi,15.75,22.36,2.39,Roti,74.1,60.72,6.77,Rice,95.47,66.13,7.28,Kheer,384,0.24,1,Medium,High,Dal Tadka,Breakfast,321,0.33,118.12,139.24,91.7,5.13,188,5g/9g,High,Medium,2776,Medium,Perfect meal balance,20.74,Paneer Butter Masala: 24.57 kg; Aloo Gobi: 22.36 kg; Roti: 60.72 kg; Kheer: Kheer kg
2022-08-17,Friday,Sunny,Dosa,34.73,39.44,0.18,Methi Thepla,15.71,22.44,1.39,Bhindi Fry,25.08,19.25,1.73,Roti,94.78,72.99,3.39,Naan,74.74,44.36,9.37,Jalebi,425,0.3,3,Medium,Low,Bhindi Fry,Dinner,159,0.41,114.13,104.69,70.79,7.07,384,5g/14g,High,Medium,2585,High,Perfect meal balance,24.55,Methi Thepla: 22.44 kg; Bhindi Fry: 19.25 kg; Roti: 72.99 kg; Jalebi: Jalebi kg
1975-12-31,Thursday,Cloudy,Dosa,36.86,24.69,0.3,Rajma,18.02,12.47,2.1,Dum Aloo,14.23,20.84,2.69,Roti,69.5,79.33,2.91,Rice,87.65,63.01,7.79,Jalebi,427,0.2,5,Low,Low,Baingan Bharta,Dinner,414,0.33,89.95,87.93,66.72,0.06,175,8g/10g,Low,High,2290,High,Large intake today,11.78,Rajma: 12.47 kg; Dum Aloo: 20.84 kg; Roti: 79.33 kg; Jalebi: Jalebi kg
2010-07-28,Thursday,Rainy,Idli,36.72,17.79,3.27,Dal Tadka,14.0,8.06,4.74,Chana Masala,14.09,19.48,2.68,Naan,79.66,55.92,5.99,Rice,74.41,44.38,6.69,Jalebi,142,0.39,3,Medium,High,Aloo Gobi,Dinner,441,0.25,109.61,101.94,62.1,6.47,498,6g/14g,Medium,Low,1457,Low,Large intake today,7.37,Dal Tadka: 8.06 kg; Chana Masala: 19.48 kg; Naan: 55.92 kg; Jalebi: Jalebi kg
1983-05-13,Wednesday,Cloudy,Idli,34.34,45.0,4.4,Methi Thepla,20.11,17.84,0.05,Dum Aloo,29.9,21.08,4.22,Paratha,88.32,48.95,6.02,Roti,57.58,55.57,2.9,Halwa,103,0.43,3,Low,Low,Paneer Butter Masala,Breakfast,412,0.45,110.72,55.84,56.12,4.48,355,18g/10g,High,Medium,1063,Low,Perfect meal balance,9.88,Methi Thepla: 17.84 kg; Dum Aloo: 21.08 kg; Paratha: 48.95 kg; Halwa: Halwa kg
2003-06-16,Tuesday,Rainy,Idli,19.32,32.99,1.7,Paneer Butter Masala,28.91,18.54,1.81,Pulao,26.04,23.59,1.95,Naan,97.75,76.32,2.16,Paratha,56.61,80.08,9.75,Gulab Jamun,373,0.37,3,Medium,Medium,Aloo Gobi,Lunch,467,0.41,54.16,58.83,70.89,9.72,172,15g/15g,High,Low,2377,High,Perfect meal balance,13.38,Paneer Butter Masala: 18.54 kg; Pulao: 23.59 kg; Naan: 76.32 kg; Gulab Jamun: Gulab Jamun kg
1987-11-06,Thursday,Sunny,Puri Bhaji,11.29,43.32,3.51,Bhindi Fry,27.99,16.25,0.41,Pulao,14.29,20.15,3.87,Roti,82.71,52.46,3.51,Rice,91.55,84.13,1.57,Jalebi,440,0.37,1,Low,Medium,Mutter Paneer,Breakfast,304,0.36,148.0,96.86,120.87,6.95,227,6g/5g,Medium,Low,1854,High,Less intake today,8.53,Bhindi Fry: 16.25 kg; Pulao: 20.15 kg; Roti: 52.46 kg; Jalebi: Jalebi kg
1997-09-02,Friday,Sunny,Idli,19.14,44.2,0.49,Chole,11.32,15.94,4.16,Gobi Manchurian,21.64,19.36,2.06,Roti,91.81,86.52,9.54,Paratha,90.93,79.89,7.71,Gulab Jamun,458,0.2,5,Medium,Medium,Chana Masala,Breakfast,332,0.32,56.65,86.47,90.7,2.53,464,15g/3g,Medium,High,2605,Low,Less intake today,16.94,Chole: 15.94 kg; Gobi Manchurian: 19.36 kg; Roti: 86.52 kg; Gulab Jamun: Gulab Jamun kg
1995-06-16,Tuesday,Rainy,Idli,43.5,25.91,3.75,Bhindi Fry,17.54,12.14,0.11,Kadhi Pakora,29.8,19.08,2.36,Rice,67.17,56.24,8.19,Naan,71.95,53.17,0.06,Kheer,314,0.49,5,Low,Low,Aloo Paratha,Breakfast,398,0.49,73.25,126.26,67.24,4.12,225,9g/13g,Low,Low,2881,Low,Less intake today,13.99,Bhindi Fry: 12.14 kg; Kadhi Pakora: 19.08 kg; Rice: 56.24 kg; Kheer: Kheer kg
2023-01-23,Friday,Sunny,Upma,19.32,36.26,0.3,Paneer Butter Masala,10.33,21.49,0.66,Aloo Gobi,25.87,12.86,0.89,Rice,96.09,43.75,2.79,Naan,77.01,58.6,1.53,Kheer,377,0.42,1,Low,Medium,Palak Paneer,Lunch,379,0.35,137.84,111.13,137.44,4.35,338,14g/14g,Low,High,2840,High,Less intake today,13.45,Paneer Butter Masala: 21.49 kg; Aloo Gobi: 12.86 kg; Rice: 43.75 kg; Kheer: Kheer kg
2002-12-27,Thursday,Sunny,Dosa,20.03,23.98,2.35,Pav Bhaji,29.64,8.1,1.05,Bhindi Fry,26.78,22.81,0.25,Paratha,83.8,60.26,2.68,Roti,89.24,47.15,5.84,Halwa,159,0.2,4,High,High,Chole,Breakfast,322,0.28,96.73,146.74,82.7,7.71,325,6g/4g,Medium,High,2072,Low,Perfect meal balance,7.36,Pav Bhaji: 8.1 kg; Bhindi Fry: 22.81 kg; Paratha: 60.26 kg; Halwa: Halwa kg
2007-03-02,Tuesday,Rainy,Upma,33.64,13.67,2.14,Palak Paneer,15.09,15.15,3.13,Gobi Manchurian,13.45,19.86,4.47,Rice,59.75,49.25,4.53,Paratha,83.3,85.99,0.85,Halwa,355,0.27,4,Medium,Low,Rajma,Lunch,463,0.22,145.78,62.61,87.14,1.17,193,14g/10g,High,High,1085,High,Large intake today,17.46,Palak Paneer: 15.15 kg; Gobi Manchurian: 19.86 kg; Rice: 49.25 kg; Halwa: Halwa kg
2012-03-02,Saturday,Rainy,Poha,26.47,20.4,3.2,Chole,26.52,18.59,0.95,Baingan Bharta,22.76,17.61,0.14,Roti,58.02,63.82,1.68,Paratha,80.42,43.42,8.02,Jalebi,414,0.33,1,Medium,High,Kadhi Pakora,Breakfast,496,0.36,85.1,126.51,139.68,7.41,270,17g/3g,Medium,Low,2462,High,Perfect meal balance,11.14,Chole: 18.59 kg; Baingan Bharta: 17.61 kg; Roti: 63.82 kg; Jalebi: Jalebi kg
1970-03-20,Friday,Rainy,Idli,31.35,24.82,0.59,Butter Chicken,22.83,10.58,0.34,Paneer Butter Masala,25.25,16.71,1.82,Paratha,74.19,70.86,9.16,Rice,99.56,44.89,5.6,Halwa,357,0.42,2,Low,Low,Paneer Butter Masala,Lunch,204,0.22,110.94,135.76,98.55,2.5,119,6g/9g,Medium,Medium,2707,Low,Large intake today,17.66,Butter Chicken: 10.58 kg; Paneer Butter Masala: 16.71 kg; Paratha: 70.86 kg; Halwa: Halwa kg
1981-09-12,Friday,Rainy,Upma,44.39,23.81,0.32,Aloo Paratha,15.32,19.58,3.66,Chana Masala,10.98,18.08,3.01,Roti,88.46,74.54,1.96,Naan,83.21,87.71,3.98,Gulab Jamun,467,0.33,1,Medium,High,Vegetable Biryani,Breakfast,133,0.42,76.2,119.52,139.05,2.2,327,13g/10g,Medium,Low,1085,High,Large intake today,20.01,Aloo Paratha: 19.58 kg; Chana Masala: 18.08 kg; Roti: 74.54 kg; Gulab Jamun: Gulab Jamun kg
2000-06-10,Sunday,Sunny,Poha,46.63,39.94,3.95,Aloo Paratha,12.02,16.15,0.28,Bhindi Fry,15.88,19.1,2.52,Paratha,82.7,69.8,8.55,Rice,75.86,54.67,2.96,Halwa,432,0.47,4,Low,Medium,Dum Aloo,Lunch,485,0.27,73.9,109.64,98.58,5.91,220,20g/4g,Medium,Low,1249,Medium,Perfect meal balance,5.5,Aloo Paratha: 16.15 kg; Bhindi Fry: 19.1 kg; Paratha: 69.8 kg; Halwa: Halwa kg
1977-03-11,Thursday,Sunny,Pav Bhaji,25.64,33.81,2.95,Pav Bhaji,17.15,15.99,3.4,Chana Masala,23.41,8.96,2.93,Paratha,56.14,88.12,0.97,Naan,94.52,66.41,1.82,Kheer,281,0.28,3,Medium,Medium,Paneer Butter Masala,Lunch,231,0.5,89.6,103.55,54.37,6.29,103,14g/2g,Medium,Medium,2299,Medium,Less intake today,9.31,Pav Bhaji: 15.99 kg; Chana Masala: 8.96 kg; Paratha: 88.12 kg; Kheer: Kheer kg
2015-03-17,Sunday,Cloudy,Poha,35.58,28.67,4.83,Bhindi Fry,20.26,24.77,1.74,Aloo Gobi,28.01,17.21,4.36,Rice,58.6,51.86,4.54,Paratha,95.73,43.78,4.27,Gulab Jamun,155,0.24,4,High,Medium,Bhindi Fry,Breakfast,200,0.23,147.44,63.44,89.26,3.98,454,13g/7g,Medium,Low,2767,High,Less intake today,7.33,Bhindi Fry: 24.77 kg; Aloo Gobi: 17.21 kg; Rice: 51.86 kg; Gulab Jamun: Gulab Jamun kg
1990-01-02,Saturday,Sunny,Upma,37.75,8.48,4.52,Aloo Gobi,20.8,24.67,3.41,Chana Masala,24.86,17.84,1.93,Paratha,92.89,72.19,6.02,Naan,81.87,82.93,1.92,Halwa,294,0.47,5,Medium,Medium,Butter Chicken,Lunch,364,0.2,113.28,134.93,89.69,4.84,361,15g/10g,Medium,Low,1687,Low,Large intake today,13.96,Aloo Gobi: 24.67 kg; Chana Masala: 17.84 kg; Paratha: 72.19 kg; Halwa: Halwa kg
1983-05-06,Tuesday,Sunny,Upma,12.18,22.13,0.29,Dal Tadka,24.44,11.36,1.41,Dum Aloo,29.21,8.02,1.3,Roti,91.67,50.6,6.62,Naan,75.6,51.07,6.3,Kheer,167,0.26,3,High,Low,Shahi Paneer,Lunch,320,0.34,145.9,133.33,72.72,8.22,460,20g/10g,High,Medium,2037,High,Perfect meal balance,15.58,Dal Tadka: 11.36 kg; Dum Aloo: 8.02 kg; Roti: 50.6 kg; Kheer: Kheer kg
2014-07-01,Thursday,Cloudy,Upma,48.4,12.46,3.2,Aloo Gobi,10.36,14.26,0.69,Dum Aloo,26.58,16.75,2.21,Roti,85.78,50.14,7.57,Rice,85.03,79.27,0.19,Halwa,204,0.49,1,High,High,Palak Paneer,Dinner,106,0.37,93.86,84.8,69.89,2.98,206,10g/10g,Medium,High,2581,High,Less intake today,8.29,Aloo Gobi: 14.26 kg; Dum Aloo: 16.75 kg; Roti: 50.14 kg; Halwa: Halwa kg
1992-07-30,Thursday,Rainy,Poha,11.22,33.06,2.4,Butter Chicken,14.96,19.3,4.04,Dum Aloo,23.17,16.14,0.32,Naan,96.43,71.0,2.9,Paratha,66.32,49.17,4.76,Halwa,142,0.36,4,Low,Medium,Malai Kofta,Breakfast,266,0.37,137.54,50.63,137.37,7.27,107,9g/11g,Low,High,1955,Low,Less intake today,7.92,Butter Chicken: 19.3 kg; Dum Aloo: 16.14 kg; Naan: 71.0 kg; Halwa: Halwa kg
2008-11-26,Tuesday,Rainy,Puri Bhaji,10.35,10.4,3.99,Rajma,25.27,12.29,3.99,Pulao,28.24,17.05,1.68,Paratha,86.56,72.75,4.76,Roti,98.75,80.31,6.46,Halwa,159,0.47,2,High,High,Dum Aloo,Dinner,255,0.49,147.15,113.98,106.78,4.08,117,17g/15g,Medium,Medium,2112,Low,Perfect meal balance,7.71,Rajma: 12.29 kg; Pulao: 17.05 kg; Paratha: 72.75 kg; Halwa: Halwa kg
1975-10-19,Friday,Sunny,Idli,44.84,14.28,0.21,Aloo Gobi,18.68,14.9,4.03,Baingan Bharta,15.98,14.05,3.48,Naan,84.14,54.01,4.27,Roti,97.86,71.85,7.63,Jalebi,211,0.42,5,High,High,Baingan Bharta,Dinner,250,0.39,92.22,73.21,104.33,1.4,286,9g/7g,Medium,Medium,1147,Low,Less intake today,23.25,Aloo Gobi: 14.9 kg; Baingan Bharta: 14.05 kg; Naan: 54.01 kg; Jalebi: Jalebi kg
1994-01-09,Thursday,Cloudy,Puri Bhaji,18.49,32.51,0.94,Aloo Paratha,20.64,8.64,4.68,Kadhi Pakora,13.06,12.93,0.01,Roti,75.68,66.68,3.92,Paratha,63.8,57.79,1.87,Halwa,472,0.46,1,High,Medium,Aloo Gobi,Lunch,132,0.33,147.89,53.49,87.03,7.01,326,14g/12g,Low,Low,1228,High,Less intake today,11.6,Aloo Paratha: 8.64 kg; Kadhi Pakora: 12.93 kg; Roti: 66.68 kg; Halwa: Halwa kg
1991-07-06,Thursday,Sunny,Poha,47.78,8.8,3.05,Pav Bhaji,10.04,11.27,3.49,Gobi Manchurian,12.93,18.87,4.75,Rice,93.0,71.51,7.98,Naan,79.04,81.5,2.71,Kheer,483,0.36,5,Medium,Low,Dum Aloo,Dinner,179,0.3,68.11,131.66,64.62,9.46,333,19g/15g,Medium,High,1097,High,Less intake today,7.34,Pav Bhaji: 11.27 kg; Gobi Manchurian: 18.87 kg; Rice: 71.51 kg; Kheer: Kheer kg
1984-08-14,Sunday,Cloudy,Dosa,18.64,21.14,2.81,Rajma,22.86,22.68,0.98,Paneer Butter Masala,26.0,8.31,2.94,Naan,61.71,61.16,2.33,Roti,58.67,59.35,8.63,Kheer,485,0.45,2,Low,High,Dum Aloo,Dinner,170,0.22,120.83,101.54,79.95,3.98,124,12g/12g,Low,Low,1260,Low,Large intake today,17.35,Rajma: 22.68 kg; Paneer Butter Masala: 8.31 kg; Naan: 61.16 kg; Kheer: Kheer kg
2007-07-23,Wednesday,Cloudy,Upma,35.13,44.57,1.87,Butter Chicken,23.8,19.03,0.13,Dum Aloo,17.19,20.8,1.85,Paratha,76.36,79.2,5.77,Roti,86.37,65.66,5.69,Jalebi,379,0.35,3,High,High,Malai Kofta,Lunch,228,0.43,104.72,78.29,94.81,9.83,237,16g/15g,High,High,1718,Medium,Large intake today,5.41,Butter Chicken: 19.03 kg; Dum Aloo: 20.8 kg; Paratha: 79.2 kg; Jalebi: Jalebi kg
1993-03-31,Wednesday,Cloudy,Poha,24.42,6.71,2.63,Dal Tadka,15.91,22.12,1.05,Gobi Manchurian,22.07,17.6,4.2,Paratha,82.47,80.01,2.35,Roti,77.55,81.37,0.78,Kheer,432,0.38,1,Low,Medium,Gobi Manchurian,Lunch,263,0.46,101.49,90.08,127.49,1.18,196,12g/14g,Medium,High,2630,High,Perfect meal balance,16.04,Dal Tadka: 22.12 kg; Gobi Manchurian: 17.6 kg; Paratha: 80.01 kg; Kheer: Kheer kg
1998-09-08,Wednesday,Cloudy,Dosa,28.07,31.23,0.05,Methi Thepla,19.9,11.43,2.81,Baingan Bharta,24.96,13.23,1.62,Paratha,89.38,42.33,6.15,Naan,73.7,56.55,0.48,Kheer,170,0.27,2,Medium,Medium,Upma,Breakfast,337,0.23,53.72,104.98,95.45,9.39,366,9g/14g,High,High,1924,High,Perfect meal balance,23.98,Methi Thepla: 11.43 kg; Baingan Bharta: 13.23 kg; Paratha: 42.33 kg; Kheer: Kheer kg
2007-06-04,Tuesday,Sunny,Upma,28.73,12.0,1.65,Dal Tadka,15.5,11.45,1.33,Aloo Gobi,14.95,24.61,4.86,Roti,98.31,49.98,3.11,Rice,77.25,51.85,3.31,Jalebi,414,0.29,1,Low,Low,Upma,Breakfast,288,0.25,52.41,123.38,51.42,4.62,219,15g/13g,Medium,Low,1119,Low,Less intake today,11.6,Dal Tadka: 11.45 kg; Aloo Gobi: 24.61 kg; Roti: 49.98 kg; Jalebi: Jalebi kg
1971-05-22,Thursday,Cloudy,Poha,36.95,38.28,4.05,Chole,10.64,10.2,3.42,Pulao,17.67,10.76,3.84,Rice,97.89,65.9,9.4,Roti,76.9,73.34,2.7,Gulab Jamun,399,0.44,4,Low,Medium,Dum Aloo,Breakfast,295,0.36,61.76,63.33,97.02,5.87,177,12g/4g,Low,Medium,2992,Medium,Perfect meal balance,6.3,Chole: 10.2 kg; Pulao: 10.76 kg; Rice: 65.9 kg; Gulab Jamun: Gulab Jamun kg
1987-03-19,Wednesday,Rainy,Upma,42.55,31.47,4.58,Palak Paneer,22.79,8.67,1.03,Chana Masala,21.0,23.87,2.6,Roti,90.04,60.55,7.35,Naan,60.27,58.57,5.18,Kheer,297,0.4,4,Low,Low,Rajma,Dinner,374,0.48,97.17,128.05,54.88,4.4,144,15g/6g,High,Low,2977,High,Perfect meal balance,15.89,Palak Paneer: 8.67 kg; Chana Masala: 23.87 kg; Roti: 60.55 kg; Kheer: Kheer kg
2015-07-13,Thursday,Sunny,Pav Bhaji,38.51,38.85,2.38,Chole,28.92,19.05,4.78,Dum Aloo,18.23,20.85,2.22,Paratha,89.34,74.13,9.83,Roti,53.88,62.83,5.33,Gulab Jamun,315,0.31,2,Low,High,Dal Tadka,Breakfast,421,0.24,143.19,55.38,121.84,2.43,137,7g/3g,Medium,Low,2628,Low,Less intake today,13.44,Chole: 19.05 kg; Dum Aloo: 20.85 kg; Paratha: 74.13 kg; Gulab Jamun: Gulab Jamun kg
2019-02-17,Thursday,Sunny,Pav Bhaji,32.91,29.27,4.18,Aloo Paratha,16.82,10.01,2.04,Kadhi Pakora,22.34,19.15,2.0,Naan,72.42,58.69,1.93,Rice,65.91,71.19,5.0,Jalebi,123,0.35,5,Medium,Low,Butter Chicken,Dinner,194,0.27,52.46,104.36,105.14,8.35,499,20g/4g,High,Low,1164,High,Less intake today,7.63,Aloo Paratha: 10.01 kg; Kadhi Pakora: 19.15 kg; Naan: 58.69 kg; Jalebi: Jalebi kg
2016-05-26,Wednesday,Rainy,Upma,44.07,10.61,4.53,Rajma,18.11,19.13,1.17,Baingan Bharta,19.62,22.56,2.76,Naan,50.88,51.9,8.11,Rice,58.54,81.06,1.07,Jalebi,111,0.28,2,Low,Low,Puri Bhaji,Dinner,382,0.38,84.8,63.96,88.54,3.03,181,15g/6g,Low,High,1768,Medium,Perfect meal balance,15.08,Rajma: 19.13 kg; Baingan Bharta: 22.56 kg; Naan: 51.9 kg; Jalebi: Jalebi kg
1980-11-04,Thursday,Rainy,Upma,49.92,21.25,0.85,Palak Paneer,21.03,15.51,2.69,Baingan Bharta,23.01,20.38,2.68,Rice,71.9,64.2,0.18,Paratha,90.31,88.21,2.32,Jalebi,142,0.44,5,Medium,Medium,Butter Chicken,Lunch,398,0.48,149.68,61.18,44.83,8.09,431,9g/2g,Low,Medium,2750,Medium,Less intake today,13.47,Palak Paneer: 15.51 kg; Baingan Bharta: 20.38 kg; Rice: 64.2 kg; Jalebi: Jalebi kg
1979-01-30,Wednesday,Cloudy,Dosa,32.91,11.46,2.86,Bhindi Fry,14.48,8.98,3.82,Chana Masala,18.26,11.49,4.39,Paratha,72.16,52.58,0.9,Roti,75.73,56.56,7.06,Kheer,438,0.41,4,Low,Medium,Paneer Butter Masala,Breakfast,441,0.3,143.61,61.75,65.51,9.51,478,14g/8g,Low,Medium,1798,High,Large intake today,7.57,Bhindi Fry: 8.98 kg; Chana Masala: 11.49 kg; Paratha: 52.58 kg; Kheer: Kheer kg
1989-10-01,Wednesday,Rainy,Puri Bhaji,44.77,30.22,3.01,Aloo Paratha,23.29,23.98,1.33,Dal Tadka,12.07,19.14,0.23,Naan,65.14,82.59,2.0,Paratha,78.67,72.21,8.57,Gulab Jamun,367,0.29,3,Low,High,Idli,Lunch,480,0.4,100.23,93.64,104.52,9.12,474,9g/12g,High,Low,2668,High,Less intake today,16.19,Aloo Paratha: 23.98 kg; Dal Tadka: 19.14 kg; Naan: 82.59 kg; Gulab Jamun: Gulab Jamun kg
2019-10-15,Wednesday,Rainy,Pav Bhaji,37.3,9.98,3.11,Pav Bhaji,19.92,17.16,4.57,Gobi Manchurian,15.22,18.75,0.74,Rice,63.28,79.21,0.53,Roti,84.43,44.41,2.72,Gulab Jamun,216,0.35,1,Medium,Low,Dal Tadka,Dinner,388,0.28,92.88,76.28,116.39,3.78,273,10g/5g,High,Medium,2659,Low,Large intake today,10.57,Pav Bhaji: 17.16 kg; Gobi Manchurian: 18.75 kg; Rice: 79.21 kg; Gulab Jamun: Gulab Jamun kg
1976-05-09,Wednesday,Rainy,Poha,41.87,10.48,4.15,Butter Chicken,13.63,10.95,4.59,Dal Tadka,16.13,8.07,1.34,Roti,75.87,76.42,4.66,Rice,82.63,44.57,5.72,Halwa,211,0.21,3,High,Medium,Upma,Breakfast,331,0.27,125.77,89.27,68.44,1.03,115,7g/11g,High,Low,1267,High,Less intake today,19.59,Butter Chicken: 10.95 kg; Dal Tadka: 8.07 kg; Roti: 76.42 kg; Halwa: Halwa kg
2019-10-14,Thursday,Rainy,Idli,35.21,31.45,2.07,Rajma,20.39,20.13,3.61,Kadhi Pakora,19.03,22.39,0.11,Naan,87.95,81.04,1.89,Roti,92.52,47.53,5.9,Gulab Jamun,286,0.42,4,Medium,Medium,Baingan Bharta,Breakfast,445,0.49,104.46,86.71,90.43,3.61,260,14g/5g,Medium,High,1350,Medium,Large intake today,15.24,Rajma: 20.13 kg; Kadhi Pakora: 22.39 kg; Naan: 81.04 kg; Gulab Jamun: Gulab Jamun kg
1984-03-12,Friday,Cloudy,Upma,35.61,5.66,2.59,Aloo Paratha,23.52,18.83,2.49,Dum Aloo,29.58,19.48,3.8,Paratha,97.51,76.53,8.36,Roti,90.91,81.66,7.8,Halwa,303,0.44,1,Low,High,Bhindi Fry,Lunch,490,0.48,62.17,122.44,55.46,8.63,406,12g/9g,High,Medium,2871,High,Perfect meal balance,19.64,Aloo Paratha: 18.83 kg; Dum Aloo: 19.48 kg; Paratha: 76.53 kg; Halwa: Halwa kg
