Date,Weekday/Weekend,Holiday Flag,Meal Time,Meal Type,Expected Diners,Actual Diners,Food Prepared (kg),Food Consumed (kg),Portion Size (g),Meal Variability Score,Cost per Meal (INR),Total Meal Cost (INR),Food Waste (kg),Special Event,Satisfaction Score,Waste Feedback,Surplus Food (kg),Food Distributed (kg),Weather,Diner Age Group,Vegetarian Meal Ratio,Leftovers Feedback,Hygiene Rating,Previous Day Leftover Used,Diner Feedback,Feedback Sentiment,Food Shortage Flag,Leftover Repurposed Flag,Suggestions
2024-05-02,Weekday,Yes,Dinner,Special,248,262,54.78,48.66,232,4,37.58,9845.96,6.12,Sports Day,2,High Waste,0.2,0.16,Cloudy,Adults,0.64,Poor,10,Yes,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-09-19,Weekday,No,Breakfast,Regular,176,180,69.8,61.03,253,5,31.67,5700.6,8.77,Holiday,2,High Waste,2.24,1.31,Windy,Youth,0.2,Good,7,Yes,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-06-19,Weekday,No,Breakfast,Special,216,205,54.21,39.13,237,4,49.45,10137.25,15.08,No Event,1,Minimal Waste,3.8,0.28,Rainy,Adults,0.68,Average,7,No,Average experience,Neutral,No,No,Consider changing the menu or improving food quality.
2024-06-21,Weekday,Yes,Lunch,Regular,159,169,68.95,53.85,322,3,38.11,6440.59,15.1,Sports Day,5,Moderate Waste,0.27,0.15,Sunny,Elderly,0.7,Good,9,No,Average experience,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-07-15,Weekday,No,Dinner,Special,254,251,44.89,30.88,305,2,18.89,4741.39,14.01,No Event,4,Minimal Waste,2.54,2.04,Windy,Elderly,0.61,Poor,7,No,Average experience,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-04-27,Weekend,No,Lunch,Regular,116,122,53.11,41.2,210,2,17.23,2102.06,11.91,No Event,2,Minimal Waste,0.66,0.53,Rainy,Youth,0.6,Average,10,Yes,Good food,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-06-03,Weekday,Yes,Dinner,Regular,168,180,54.03,36.91,301,5,13.7,2466.0,17.12,Holiday,5,Minimal Waste,0.7,0.14,Cloudy,Elderly,0.3,Good,9,Yes,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-10-21,Weekday,Yes,Dinner,Special,250,248,51.71,40.23,312,5,17.54,4349.92,11.48,Sports Day,4,High Waste,0.32,0.1,Rainy,Elderly,0.79,Average,7,No,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-05-30,Weekday,No,Breakfast,Special,145,151,65.06,33.83,348,2,22.13,3341.63,31.23,Sports Day,1,Moderate Waste,4.3,2.59,Sunny,Youth,0.61,Poor,10,Yes,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-07-09,Weekday,No,Dinner,Special,237,244,56.87,37.09,232,4,49.31,12031.64,19.78,No Event,1,Minimal Waste,2.85,2.08,Cloudy,Elderly,0.75,Poor,10,No,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-08-30,Weekday,No,Lunch,Regular,201,181,61.38,40.14,282,4,41.92,7587.52,21.24,No Event,3,Minimal Waste,2.41,1.56,Cloudy,Elderly,0.24,Poor,9,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-08-16,Weekday,Yes,Dinner,Regular,133,113,45.72,36.81,216,4,14.9,1683.7,8.91,No Event,5,Moderate Waste,1.54,1.22,Windy,Adults,0.44,Average,9,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-07-04,Weekday,No,Lunch,Regular,145,157,34.49,33.4,254,1,43.99,6906.43,1.09,Sports Day,1,Moderate Waste,2.89,2.84,Windy,Adults,0.7,Good,9,Yes,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-01-24,Weekday,Yes,Breakfast,Dietary,240,243,43.84,38.53,296,5,31.82,7732.26,5.31,Sports Day,1,Minimal Waste,3.42,1.22,Rainy,Elderly,0.48,Average,10,No,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-04-14,Weekend,Yes,Lunch,Special,259,276,33.52,32.22,220,1,48.79,13466.04,1.3,Holiday,2,Moderate Waste,1.58,1.55,Windy,Elderly,0.68,Poor,7,Yes,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-03-15,Weekday,Yes,Lunch,Special,153,170,51.17,30.02,344,1,15.51,2636.7,21.15,Holiday,3,High Waste,3.96,1.82,Cloudy,Youth,0.24,Poor,10,No,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-01-27,Weekend,Yes,Dinner,Special,250,255,66.44,26.55,304,3,49.5,12622.5,39.89,Holiday,2,Minimal Waste,1.36,0.63,Sunny,Youth,0.35,Average,8,Yes,Average experience,Neutral,Yes,No,Consider changing the menu or improving food quality.
2024-07-01,Weekday,No,Lunch,Regular,159,145,34.86,27.91,271,3,37.57,5447.65,6.95,Sports Day,2,Minimal Waste,3.68,1.34,Cloudy,Adults,0.79,Poor,9,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-07-02,Weekday,No,Breakfast,Special,184,191,56.65,38.66,213,2,15.01,2866.91,17.99,Staff Meeting,2,High Waste,0.75,0.65,Cloudy,Youth,0.45,Average,9,No,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-28,Weekday,No,Breakfast,Dietary,195,203,31.27,29.45,290,5,13.56,2752.68,1.82,Staff Meeting,3,High Waste,4.9,4.09,Rainy,Youth,0.48,Average,9,Yes,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-01-05,Weekday,No,Lunch,Regular,229,218,32.68,26.96,335,2,31.42,6849.56,5.72,Staff Meeting,2,Minimal Waste,3.52,2.8,Cloudy,Elderly,0.69,Poor,10,No,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-05-05,Weekend,Yes,Lunch,Dietary,231,251,50.84,32.67,248,1,48.24,12108.24,18.17,Sports Day,1,High Waste,4.38,1.07,Sunny,Adults,0.25,Good,7,No,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-16,Weekday,No,Lunch,Regular,189,170,60.91,49.17,340,5,32.67,5553.9,11.74,Staff Meeting,5,High Waste,4.93,0.59,Cloudy,Youth,0.48,Average,7,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-10,Weekday,No,Breakfast,Dietary,158,178,66.04,61.97,230,5,47.25,8410.5,4.07,Staff Meeting,3,Moderate Waste,4.08,1.08,Sunny,Elderly,0.79,Poor,8,No,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-09-15,Weekend,Yes,Lunch,Special,179,170,67.89,58.38,239,1,12.5,2125.0,9.51,No Event,2,High Waste,4.01,3.5,Cloudy,Youth,0.33,Average,10,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-22,Weekday,No,Breakfast,Dietary,201,219,34.8,31.84,268,2,32.01,7010.19,2.96,Holiday,3,High Waste,1.77,1.47,Windy,Elderly,0.67,Average,7,Yes,Average experience,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-03-08,Weekday,No,Lunch,Special,232,246,67.13,41.66,281,2,10.92,2686.32,25.47,No Event,5,Minimal Waste,1.76,0.75,Cloudy,Youth,0.41,Good,9,No,Tasty but less,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-03-15,Weekday,No,Dinner,Special,204,213,39.22,30.76,254,4,48.7,10373.1,8.46,Sports Day,5,Moderate Waste,3.64,0.76,Cloudy,Elderly,0.54,Average,8,No,Good food,Positive,Yes,Yes,Increase portions slightly for high energy consumption.
2024-10-08,Weekday,Yes,Breakfast,Dietary,218,193,63.0,62.8,279,4,35.1,6774.3,0.2,Holiday,3,Moderate Waste,2.18,1.33,Cloudy,Elderly,0.7,Good,8,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-08-31,Weekend,Yes,Breakfast,Special,202,191,51.05,29.8,243,2,10.89,2079.99,21.25,Holiday,2,Minimal Waste,2.3,1.06,Windy,Youth,0.63,Average,10,No,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-09-05,Weekday,Yes,Breakfast,Dietary,117,132,57.05,37.67,236,5,38.65,5101.8,19.38,Holiday,3,Minimal Waste,1.1,0.95,Sunny,Elderly,0.46,Good,8,Yes,Good food,Positive,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-06-06,Weekday,No,Dinner,Regular,230,202,58.14,46.21,266,3,40.07,8094.14,11.93,Staff Meeting,1,Minimal Waste,3.95,1.57,Rainy,Adults,0.49,Poor,9,No,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-08-06,Weekday,Yes,Dinner,Regular,154,164,65.48,26.6,202,3,38.47,6309.08,38.88,Staff Meeting,2,Moderate Waste,4.59,3.39,Windy,Youth,0.74,Poor,10,Yes,Needs improvement,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-09-13,Weekday,Yes,Dinner,Regular,173,179,60.63,25.4,301,2,40.48,7245.92,35.23,Holiday,1,High Waste,1.12,0.55,Windy,Youth,0.74,Poor,9,Yes,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-05-23,Weekday,Yes,Breakfast,Regular,188,194,39.49,29.16,340,3,39.34,7631.96,10.33,No Event,3,High Waste,3.82,0.13,Sunny,Youth,0.62,Poor,7,Yes,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-11-07,Weekday,Yes,Dinner,Special,247,253,58.14,48.06,310,2,32.33,8179.49,10.08,Sports Day,1,Moderate Waste,0.91,0.73,Sunny,Youth,0.2,Average,7,No,Good food,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-08-30,Weekday,Yes,Dinner,Regular,108,123,47.32,40.75,225,2,10.24,1259.52,6.57,Staff Meeting,1,Moderate Waste,0.4,0.16,Cloudy,Youth,0.32,Poor,10,No,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-09-08,Weekend,Yes,Lunch,Regular,176,167,44.61,28.98,307,5,30.49,5091.83,15.63,Staff Meeting,2,High Waste,4.68,4.05,Cloudy,Adults,0.63,Average,9,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-09,Weekday,Yes,Breakfast,Regular,208,195,61.99,46.87,201,1,26.9,5245.5,15.12,Staff Meeting,1,Moderate Waste,3.82,1.26,Cloudy,Elderly,0.36,Poor,7,No,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-01-04,Weekday,Yes,Breakfast,Regular,211,227,36.3,30.87,330,3,16.1,3654.7,5.43,No Event,2,High Waste,3.41,1.56,Sunny,Youth,0.44,Average,10,Yes,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-07-03,Weekday,Yes,Lunch,Dietary,169,155,61.16,51.33,330,5,26.87,4164.85,9.83,Holiday,1,High Waste,2.43,2.09,Sunny,Youth,0.39,Good,9,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-07-03,Weekday,No,Dinner,Regular,101,91,66.17,53.76,250,1,40.6,3694.6,12.41,Sports Day,2,Moderate Waste,0.61,0.45,Rainy,Youth,0.77,Poor,10,No,Good food,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-03-04,Weekday,Yes,Breakfast,Regular,207,195,32.97,25.56,210,1,20.54,4005.3,7.41,No Event,3,Minimal Waste,4.75,2.16,Windy,Youth,0.63,Poor,8,Yes,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-08-26,Weekday,No,Dinner,Special,254,232,52.85,42.36,265,2,23.58,5470.56,10.49,No Event,4,Moderate Waste,2.68,0.25,Rainy,Adults,0.65,Good,9,No,Average experience,Neutral,No,No,Consider offering warm food options.
2024-03-31,Weekend,Yes,Breakfast,Special,202,217,33.94,26.99,243,1,18.08,3923.36,6.95,Sports Day,5,Moderate Waste,0.14,0.12,Windy,Elderly,0.24,Poor,7,No,Tasty but less,Positive,Yes,No,Increase portions slightly for high energy consumption.
2024-09-21,Weekend,Yes,Breakfast,Regular,203,192,48.21,26.36,201,1,19.87,3815.04,21.85,Staff Meeting,4,High Waste,0.27,0.12,Rainy,Elderly,0.45,Poor,9,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-08,Weekday,No,Breakfast,Regular,184,175,52.86,31.77,309,5,12.53,2192.75,21.09,Sports Day,4,Moderate Waste,1.79,1.53,Windy,Adults,0.4,Average,10,Yes,Needs improvement,Neutral,No,Yes,Increase portions slightly for high energy consumption.
2024-01-27,Weekend,No,Lunch,Dietary,206,215,63.3,43.92,251,1,45.11,9698.65,19.38,Staff Meeting,5,Moderate Waste,4.38,1.04,Windy,Youth,0.28,Average,9,No,Good food,Positive,Yes,No,Portion sizes seem optimal; continue as is.
2024-02-18,Weekend,No,Dinner,Regular,183,161,36.87,34.61,204,3,42.55,6850.55,2.26,Holiday,3,Moderate Waste,2.45,1.97,Sunny,Youth,0.58,Poor,7,Yes,Needs improvement,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-06-11,Weekday,Yes,Dinner,Special,206,183,55.0,54.47,308,3,43.71,7998.93,0.53,Holiday,2,Moderate Waste,0.71,0.53,Rainy,Youth,0.3,Average,8,No,Needs improvement,Neutral,No,No,Consider changing the menu or improving food quality.
2024-01-02,Weekday,No,Dinner,Dietary,148,142,46.62,38.95,302,5,21.03,2986.26,7.67,No Event,3,Moderate Waste,1.73,1.04,Windy,Youth,0.67,Poor,8,No,Average experience,Neutral,No,No,Portion sizes seem optimal; continue as is.
2024-09-19,Weekday,Yes,Breakfast,Special,247,232,48.87,39.47,293,3,22.51,5222.32,9.4,Holiday,4,Minimal Waste,3.07,1.91,Cloudy,Elderly,0.51,Good,8,Yes,Good food,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-04-24,Weekday,No,Lunch,Special,242,235,69.18,40.59,249,4,35.59,8363.65,28.59,Staff Meeting,3,High Waste,1.09,0.57,Sunny,Youth,0.51,Average,9,No,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-02-21,Weekday,Yes,Breakfast,Dietary,232,238,51.9,44.42,210,5,31.05,7389.9,7.48,Holiday,3,Minimal Waste,0.62,0.42,Cloudy,Elderly,0.67,Good,7,Yes,Average experience,Neutral,Yes,Yes,Portion sizes seem optimal; continue as is.
2024-04-23,Weekday,Yes,Dinner,Dietary,128,125,41.59,27.82,250,5,26.1,3262.5,13.77,Sports Day,5,High Waste,0.84,0.79,Windy,Adults,0.23,Poor,8,No,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-06-06,Weekday,No,Lunch,Dietary,209,224,63.78,41.84,317,2,41.53,9302.72,21.94,Sports Day,1,High Waste,0.57,0.37,Cloudy,Adults,0.32,Good,8,No,Good food,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-07-08,Weekday,Yes,Breakfast,Regular,122,131,63.67,53.12,316,4,10.51,1376.81,10.55,No Event,1,Minimal Waste,4.21,3.44,Rainy,Youth,0.2,Average,7,Yes,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-07-18,Weekday,No,Lunch,Regular,227,200,48.98,48.13,266,4,34.89,6978.0,0.85,No Event,5,Moderate Waste,4.06,3.54,Windy,Elderly,0.53,Poor,9,Yes,Tasty but less,Positive,No,Yes,Portion sizes seem optimal; continue as is.
2024-03-23,Weekend,No,Lunch,Regular,153,155,54.67,45.27,328,2,27.41,4248.55,9.4,Staff Meeting,2,Minimal Waste,2.09,1.35,Cloudy,Elderly,0.77,Poor,7,No,Tasty but less,Positive,Yes,No,Consider changing the menu or improving food quality.
2024-01-15,Weekday,Yes,Dinner,Dietary,124,135,47.15,30.36,219,1,11.51,1553.85,16.79,Sports Day,1,Moderate Waste,3.7,0.38,Windy,Adults,0.25,Good,9,No,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-08-15,Weekday,Yes,Breakfast,Special,234,210,57.01,37.93,227,2,18.63,3912.3,19.08,No Event,5,Moderate Waste,4.46,3.16,Windy,Elderly,0.32,Good,10,No,Good food,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-08-01,Weekday,Yes,Lunch,Special,141,160,45.9,36.88,236,3,18.61,2977.6,9.02,Holiday,1,High Waste,1.26,0.84,Windy,Adults,0.23,Poor,8,Yes,Needs improvement,Neutral,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-06-03,Weekday,No,Breakfast,Dietary,119,93,36.91,36.49,324,2,29.28,2723.04,0.42,No Event,3,Minimal Waste,3.88,0.38,Windy,Elderly,0.71,Average,10,No,Needs improvement,Neutral,No,Yes,Portion sizes seem optimal; continue as is.
2024-10-20,Weekend,Yes,Lunch,Dietary,173,145,57.2,29.75,234,5,15.85,2298.25,27.45,No Event,1,High Waste,2.55,0.41,Rainy,Youth,0.49,Good,10,Yes,Average experience,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-10-05,Weekend,Yes,Lunch,Special,178,150,45.36,44.52,222,5,48.62,7293.0,0.84,Staff Meeting,2,High Waste,3.35,0.89,Cloudy,Youth,0.3,Poor,7,Yes,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-20,Weekday,Yes,Breakfast,Dietary,206,209,54.9,52.85,231,4,28.47,5950.23,2.05,Holiday,5,Moderate Waste,2.0,0.62,Rainy,Youth,0.28,Average,10,No,Needs improvement,Neutral,Yes,No,Consider offering warm food options.
2024-08-14,Weekday,Yes,Breakfast,Dietary,116,122,52.93,26.01,209,3,20.76,2532.72,26.92,No Event,4,Moderate Waste,0.47,0.31,Rainy,Elderly,0.26,Average,10,Yes,Needs improvement,Neutral,Yes,Yes,Consider offering warm food options.
2024-01-08,Weekday,No,Dinner,Dietary,102,72,61.17,53.06,301,5,18.8,1353.6,8.11,Holiday,5,High Waste,4.76,2.56,Sunny,Youth,0.55,Poor,7,Yes,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-04-03,Weekday,No,Dinner,Special,179,156,69.13,54.98,231,1,12.77,1992.12,14.15,Holiday,4,Minimal Waste,2.75,1.25,Windy,Adults,0.31,Average,7,Yes,Tasty but less,Positive,No,No,Portion sizes seem optimal; continue as is.
2024-07-01,Weekday,Yes,Dinner,Regular,132,146,43.55,27.0,227,4,49.77,7266.42,16.55,Staff Meeting,3,Moderate Waste,1.9,0.26,Cloudy,Elderly,0.24,Average,10,No,Average experience,Neutral,Yes,No,Portion sizes seem optimal; continue as is.
2024-09-10,Weekday,Yes,Dinner,Special,266,257,54.58,40.01,216,1,34.78,8938.46,14.57,Sports Day,1,High Waste,4.97,4.68,Cloudy,Adults,0.73,Poor,7,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-09,Weekday,Yes,Dinner,Special,280,274,61.35,38.23,322,4,18.92,5184.08,23.12,No Event,1,Moderate Waste,1.75,1.2,Sunny,Elderly,0.24,Average,9,No,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-05-08,Weekday,Yes,Breakfast,Special,196,182,58.91,41.95,294,4,39.35,7161.7,16.96,Staff Meeting,1,High Waste,4.0,1.29,Rainy,Elderly,0.28,Average,10,No,Needs improvement,Neutral,No,No,Reduce portion size by 10-20% for the next meal.
2024-05-19,Weekend,Yes,Dinner,Dietary,191,166,68.37,57.56,256,1,35.32,5863.12,10.81,Holiday,2,Minimal Waste,4.79,4.34,Cloudy,Adults,0.38,Average,9,Yes,Tasty but less,Positive,No,Yes,Consider changing the menu or improving food quality.
2024-07-06,Weekend,Yes,Breakfast,Dietary,102,109,31.44,26.06,317,4,26.87,2928.83,5.38,No Event,3,High Waste,3.26,1.36,Windy,Elderly,0.61,Poor,7,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-17,Weekend,No,Dinner,Regular,205,202,45.51,43.02,272,5,25.49,5148.98,2.49,Staff Meeting,2,High Waste,0.72,0.66,Cloudy,Youth,0.68,Good,8,No,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-08-08,Weekday,Yes,Dinner,Dietary,183,153,44.62,25.05,322,2,28.53,4365.09,19.57,Holiday,2,High Waste,0.22,0.18,Rainy,Youth,0.62,Poor,8,No,Needs improvement,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-10,Weekday,No,Dinner,Regular,230,219,34.01,33.59,329,3,40.49,8867.31,0.42,No Event,3,High Waste,2.65,1.99,Rainy,Adults,0.35,Good,10,Yes,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-02-24,Weekend,No,Breakfast,Special,236,213,42.87,39.54,236,3,49.84,10615.92,3.33,Sports Day,4,High Waste,4.57,0.8,Rainy,Adults,0.58,Good,10,No,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-10-12,Weekend,Yes,Breakfast,Dietary,115,117,49.83,41.77,213,1,13.61,1592.37,8.06,Sports Day,1,High Waste,4.06,2.09,Cloudy,Elderly,0.41,Poor,7,Yes,Tasty but less,Positive,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-08-09,Weekday,No,Dinner,Special,146,161,64.6,43.17,254,5,42.81,6892.41,21.43,Sports Day,3,Minimal Waste,1.59,0.49,Windy,Adults,0.75,Good,8,No,Average experience,Neutral,Yes,No,Increase portions slightly for high energy consumption.
2024-02-04,Weekend,Yes,Lunch,Dietary,207,212,35.13,27.15,344,3,49.83,10563.96,7.98,Sports Day,1,High Waste,0.26,0.23,Rainy,Adults,0.35,Poor,8,Yes,Good food,Positive,Yes,Yes,Reduce portion size by 10-20% for the next meal.
2024-05-28,Weekday,Yes,Breakfast,Dietary,249,254,34.65,29.06,269,3,29.77,7561.58,5.59,Sports Day,4,Moderate Waste,4.85,0.91,Sunny,Youth,0.62,Average,7,No,Needs improvement,Neutral,Yes,Yes,Increase portions slightly for high energy consumption.
2024-09-05,Weekday,No,Breakfast,Special,266,242,34.31,26.31,313,2,39.95,9667.9,8.0,Holiday,3,High Waste,4.03,3.77,Sunny,Elderly,0.71,Good,9,No,Tasty but less,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-05-20,Weekday,No,Breakfast,Dietary,237,216,43.24,31.48,272,1,40.76,8804.16,11.76,Holiday,2,Minimal Waste,2.95,2.52,Windy,Adults,0.36,Good,8,No,Tasty but less,Positive,No,No,Consider changing the menu or improving food quality.
2024-08-13,Weekday,Yes,Breakfast,Regular,168,138,56.04,52.04,245,4,40.52,5591.76,4.0,Sports Day,4,High Waste,0.28,0.17,Sunny,Elderly,0.68,Poor,7,Yes,Good food,Positive,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-01-19,Weekday,Yes,Lunch,Special,272,262,49.47,34.37,273,1,46.22,12109.64,15.1,Staff Meeting,3,High Waste,3.11,2.76,Cloudy,Youth,0.72,Poor,9,Yes,Average experience,Neutral,No,Yes,Reduce portion size by 10-20% for the next meal.
2024-02-22,Weekday,Yes,Breakfast,Special,183,198,41.16,28.91,339,2,22.78,4510.44,12.25,No Event,2,High Waste,2.05,1.36,Cloudy,Elderly,0.63,Average,7,Yes,Average experience,Neutral,Yes,No,Reduce portion size by 10-20% for the next meal.
2024-03-20,Weekday,Yes,Lunch,Regular,247,230,59.71,36.74,220,1,13.82,3178.6,22.97,Sports Day,1,High Waste,0.26,0.12,Cloudy,Elderly,0.51,Average,10,No,Tasty but less,Positive,No,No,Reduce portion size by 10-20% for the next meal.
2024-06-08,Weekend,Yes,Dinner,Dietary,157,168,44.58,43.36,283,4,48.73,8186.64,1.22,No Event,1,Moderate Waste,2.28,0.94,Windy,Youth,0.34,Average,8,Yes,Tasty but less,Positive,Yes,Yes,Consider changing the menu or improving food quality.
2024-09-24,Weekday,No,Breakfast,Dietary,241,257,48.15,41.56,215,1,34.88,8964.16,6.59,Staff Meeting,1,Moderate Waste,1.89,1.74,Windy,Elderly,0.24,Average,9,Yes,Average experience,Neutral,Yes,Yes,Consider changing the menu or improving food quality.
2024-06-10,Weekday,No,Dinner,Special,240,256,54.58,31.4,218,2,36.56,9359.36,23.18,Sports Day,2,Moderate Waste,4.08,2.53,Sunny,Elderly,0.26,Good,9,No,Needs improvement,Neutral,Yes,No,Consider changing the menu or improving food quality.
